Nombre,Letra,Versos
"Malagueña. Transcripcion brillante para piano de tan célebre canto popular. A la Sra. Dª Francisca de S. Buxeda de Torres (F. García Vilamala, 1880)",Dos besos tengo en el alma que no se apartan de mí el último de mi madre y el primero que te di Yo no se si la razón es la causa de penar lo que se que el que más piensa es aquel que sufre más Por el aire va una flor que es la flor de la esperanza quien la pudiera coger y clavársela en el alma,"Dos besos tengo en el alma
que no se apartan de mí
el último de mi madre
y el primero que te di
Yo no se si la razón
es la causa de penar
lo que se que el que más piensa
es aquel que sufre más
Por el aire va una flor
que es la flor de la esperanza
quien la pudiera coger
y clavársela en el alma"
"Malagueñas del Canario, Op. 1 (Rafael Cabas Galván, 1880)",El canario y la muger no se puede dejar solo el canario por el gato y la muger por el novio Una noche muy oscura fui a llorar mi sentimiento al pie de tu sepultura y me contestó el silencio la muerte no tiene cura El rey de España perdió el peñón de Gibraltá que tú te pierdas conmigo eso no viene a ser ná Llorando por ti en la playa mi llanto en el mar cayó y como era tan amargo el agua fuera lo echó,"El canario y la muger
no se puede dejar solo
el canario por el gato
y la muger por el novio
Una noche muy oscura
fui a llorar mi sentimiento
al pie de tu sepultura
y me contestó el silencio
la muerte no tiene cura
El rey de España perdió
el peñón de Gibraltá
que tú te pierdas conmigo
eso no viene a ser ná
Llorando por ti en la playa
mi llanto en el mar cayó
y como era tan amargo
el agua fuera lo echó"
"Malagueña punteada (Cantos Españoles) (Eduardo Ocón, 1874)",Si la madrecita mía viera lo que estoy pasando con lágrimas de sus ojos la calle fuera regando,"Si la madrecita mía
viera lo que estoy pasando
con lágrimas de sus ojos
la calle fuera regando"
"Malagueña- Género Ínfimo (Valverde y Barrera, 1901)",Las raíces del dolor tengo en el alma metías yo lo fui too pá un serrano y ahora me ve y no me mira Paso por la vera tuya y tu te encoges de hombros y tu pasas por la mía y se me nublan los ojos,"Las raíces del dolor
tengo en el alma metías
yo lo fui too pá un serrano
y ahora me ve y no me mira
Paso por la vera tuya
y tu te encoges de hombros
y tu pasas por la mía
y se me nublan los ojos"
"Malagueña = Malaguhese: canto popular. Melodie spagnole per canto e pianoforte  (Lorenzo Pagans, 1881)",En la soledad del campo me puse a llorar mi pena y fue tan grande mi llanto que florecieron las penas,"En la soledad del campo
me puse a llorar mi pena
y fue tan grande mi llanto
que florecieron las penas"
"Chateau Margaux N.3 Capricho cómico sobre la malagueña y la gallegada (Manuel F. Caballero, 1887)",Yo ví lo que nadie vió en el barrio de Triana vi un gitanillo moreno casao con una gitana,"Yo ví lo que nadie vió
en el barrio de Triana
vi un gitanillo moreno
casao con una gitana"
"Malagueña (Cantos Gitanos. Piezas Andaluzas) (Federico Liñán, 1880)",Ya me he comío la fruta del árbol que a mi me gusta que ahora se la coma otro que cudiao me da a mi ya Barrio e la Trinia cuanto paseo me debe cuanta vece man tapao la sombrita de tus paeres,"Ya me he comío la fruta
del árbol que a mi me gusta
que ahora se la coma otro
que cudiao me da a mi ya
Barrio e la Trinia
cuanto paseo me debe
cuanta vece man tapao
la sombrita de tus paeres"
"La Malagueñita en Ronda  (Preciosa Malagueña) (José Pinilla, 1880)",Tienen las malagueñitas la sal de Dios en los labios y en la punta de la lengua azúcar canela y clavo Salero viva el salero salero viva la sal que tiene usted más salero que el salero universal,"Tienen las malagueñitas
la sal de Dios en los labios
y en la punta de la lengua
azúcar canela y clavo
Salero viva el salero
salero viva la sal
que tiene usted más salero
que el salero universal"
"Rondeña - Malagueña (Isidoro Hernández, 1888)",Si mi corazón tuviera ventanitas de cristal tu te asomaras y vieras lo dolorido que está Ausente estoy de tu vista pero no del pensamiento con los ojitos del alma te veo a cada momento Tienes una cinturita tan delgada que pareces el clavel en la maceta que con el aire se mece Mi corazón tú lo tienes dámelo si no te sirve se lo daré a otra paloma que con su calor lo abrigue,"Si mi corazón tuviera
ventanitas de cristal
tu te asomaras y vieras
lo dolorido que está
Ausente estoy de tu vista
pero no del pensamiento
con los ojitos del alma
te veo a cada momento
Tienes una cinturita
tan delgada que pareces
el clavel en la maceta
que con el aire se mece
Mi corazón tú lo tienes
dámelo si no te sirve
se lo daré a otra paloma
que con su calor lo abrigue"
"40 canciones españolas armonizadas-Malagueña (Eduardo M. Torner, 1924)",¿Pa que niegas el cariño que tienes por mi persona? le das martirio a tu cuerpo tú te estás matando sola y yo pasando tormento,"¿Pa que niegas el cariño
que tienes por mi persona?
le das martirio a tu cuerpo
tú te estás matando sola
y yo pasando tormento"
"Malagueña. A mi querida madre (José Gálvez Ruiz, 1930)",Si la sangre de mis venas necesitaras tú el corazón me exprimiera para darte la salud aunque despues muriera Me aconsejan que te orvie mira que barbariá como no saben queré no saben aconsejá,"Si la sangre de mis venas
necesitaras tú
el corazón me exprimiera
para darte la salud
aunque despues muriera
Me aconsejan que te orvie
mira que barbariá
como no saben queré
no saben aconsejá"
"Malagueñas. Andalucia : cantos populares para piano (, 1900)","Ya te he dicho que no vayas a la misa que yo voy ni tú rezas ni yo rezo ni con devoción estoy Tu querer lo he comparado con la luz del montañés llega un borracho la apaga y otro la vuelve a encender De tanto pensar en ti se me olvidó la oración que la pobre de mi madre Me has despreciado por pobre y cuatro palacios tengo el Asilo, el Hospital cuando chica me enseñó la cárcel y el cementerio","Ya te he dicho que no vayas
a la misa que yo voy
ni tú rezas ni yo rezo
ni con devoción estoy
Tu querer lo he comparado
con la luz del montañés
llega un borracho la apaga
y otro la vuelve a encender
De tanto pensar en ti
se me olvidó la oración
que la pobre de mi madre
Me has despreciado por pobre
y cuatro palacios tengo
el Asilo, el Hospital
cuando chica me enseñó
la cárcel y el cementerio"
"Malagueña 305 (Cancionero Musical Popular Español) (Felipe Pedrell, 1922)",Cuando salí de Marbella hasta el caballo lloraba que me deje una donseya que al sol sus rayos quitaba,"Cuando salí de Marbella
hasta el caballo lloraba
que me deje una donseya
que al sol sus rayos quitaba"
"Malagueña 306 (Cancionero Musical Popular Español) (Felipe Pedrell, 1922)",Esos no son ojos si no lazos que me tiendes son balas con que me tiras cadenas con que me prendes,"Esos no son ojos
si no lazos que me tiendes
son balas con que me tiras
cadenas con que me prendes"
"Malagueña 307 (Cancionero Musical Popular Español) (Felipe Pedrell, 1922)",Amores de largo tiempo que malos de olvidar son porque han echado raices en medio del corazón,"Amores de largo tiempo
que malos de olvidar son
porque han echado raices
en medio del corazón"
"Malagueña para guitarra (Francisco Rodríguez Murciano, 1878)",Los ojos de mi morena son lo mismo que mis males grandes como mis fatigas negros como mis pesares,"Los ojos de mi morena
son lo mismo que mis males
grandes como mis fatigas
negros como mis pesares"
"Rondeña Malagueña (Pablo Hernández, 1868)",Cuando me encuentro en tu casa comprendo lo que es el cielo completo olvido del mundo en un solo pensamiento Niña que quiere tener un espejo que no mienta que tome para mirarse el cristal de su conciencia A mi madre tengo niña en medio del corazón y en el fondo de mi madre tengo guardado tu amor Quiero vivir en Granada porque me gusta el oir la campana de la vela cuando me voy a dormir,"Cuando me encuentro en tu casa
comprendo lo que es el cielo
completo olvido del mundo
en un solo pensamiento
Niña que quiere tener
un espejo que no mienta
que tome para mirarse
el cristal de su conciencia
A mi madre tengo niña
en medio del corazón
y en el fondo de mi madre
tengo guardado tu amor
Quiero vivir en Granada
porque me gusta el oir
la campana de la vela
cuando me voy a dormir"
"Repertorio de música española para canto con acompañamiento y guitarra, Núm. 17- Malagueña. Aire popular andaluz (Tomás Damas, 1871)",Y al aura el gentil capullo busca al imán el acero la fuente el que tiene sed y mi corazón al tuyo Y con esto me despido adiós público del alma al que le guste mi canto mil gracias da la gitana,"Y al aura el gentil capullo
busca al imán el acero
la fuente el que tiene sed
y mi corazón al tuyo
Y con esto me despido
adiós público del alma
al que le guste mi canto
mil gracias da la gitana"
"Malagueña. Cante gitano. Modelos clásicos recogidos, transcritos y armonizados (Manuel Font de Anta, 1920)",Questo se iba acabá serrana te lo [de] sia (no se entiende bien por tu malitas partias mira lo que has dao lugar a ser la ruina mía,"Questo se iba acabá
serrana te lo [de] sia (no se entiende bien
por tu malitas partias
mira lo que has dao lugar
a ser la ruina mía"
"Flamencomanía. N. 2 bis Malagueña y Tango (Angel Rubio, 1883)",Con las gotas de mi llanto quise regar un jardín y brotaron corazones que se morían por ti,"Con las gotas de mi llanto
quise regar un jardín
y brotaron corazones
que se morían por ti"
"Malagueña. Canto popular para canto y piano dedicado a la Excelentísima Señora de Pikman (Juan Cansino, 1882)",Es una flor sin fragancia una estrella sin fulgor una concha sin su perla un corazón sin amor Aunque su curso varie siempre el arroyo va al mar aunque de ti me alejare al fin te vengo a buscar En un cuerno de la Luna tengo yo mi corazón para que no se lo coma un gato que es muy ladrón De tu ventana a la mía tienen mis penas remedio contigo porque me matas y sin ti porque me muero En el carro de los muertos ayer pasó por aquí llevaba una mano fuera por ella la conocí En la plaza de los toros una muger dio un chillido porque el toro que salió le pareció su marido Señor Alcalde mayor no prenda usted a los ladrones que tiene usted una hija que roba los corazones Cuando en Cádiz se estilaba echar carneros al mar preguntó Juana a Manolo ¿chiquillo sabes nadar? Cuando un pretendiente es pobre enamorado y celoso en Málaga se le llama la Carabina de Ambrosio Ay Soledad soledad soledad triste de mi no tengo padre ni madre ni quien se acuerde de mi,"Es una flor sin fragancia
una estrella sin fulgor
una concha sin su perla
un corazón sin amor
Aunque su curso varie
siempre el arroyo va al mar
aunque de ti me alejare
al fin te vengo a buscar
En un cuerno de la Luna
tengo yo mi corazón
para que no se lo coma
un gato que es muy ladrón
De tu ventana a la mía
tienen mis penas remedio
contigo porque me matas
y sin ti porque me muero
En el carro de los muertos
ayer pasó por aquí
llevaba una mano fuera
por ella la conocí
En la plaza de los toros
una muger dio un chillido
porque el toro que salió
le pareció su marido
Señor Alcalde mayor
no prenda usted a los ladrones
que tiene usted una hija
que roba los corazones
Cuando en Cádiz se estilaba
echar carneros al mar
preguntó Juana a Manolo
¿chiquillo sabes nadar?
Cuando un pretendiente es pobre
enamorado y celoso
en Málaga se le llama
la Carabina de Ambrosio
Ay Soledad soledad
soledad triste de mi
no tengo padre ni madre
ni quien se acuerde de mi"
"Nadie se muere hasta que Dios Quiere. N. 4 Malagueña. Cantada por la Srta. Ramos (Cristóbal Oudrid, 1860)",Adiós Málaga la bella tierra donde yo nací para todos fuiste madre y madrastra para mí Ay pobrecita de mi que doy suspiros al aire y el aire se me los lleva y no los recoge nadie,"Adiós Málaga la bella
tierra donde yo nací
para todos fuiste madre
y madrastra para mí
Ay pobrecita de mi
que doy suspiros al aire
y el aire se me los lleva
y no los recoge nadie"
"La Jota del Ta y el Te y Malagueña. Intercalada y cantada en la zarzuela Los Caballeros de la Tortuga por la srta. Zamacois (Joaquín Gaztambide, 1870)",Yo me enamoré del aire del aire de una muger como la muger es aire en el aire me quedé,"Yo me enamoré del aire
del aire de una muger
como la muger es aire
en el aire me quedé"
"Malagueña. Viaje a la luna. Malagueña cantada con gran aplauso por la Srta. López (José Rogel, 1876)",Aquel que empieza un camino es menester que lo acabe pa que la gente no diga que lo deja por cobarde Querer uno no es ninguno tener dos es falsedad querer tres y engañar cuatro es prueba de habilidad,"Aquel que empieza un camino
es menester que lo acabe
pa que la gente no diga
que lo deja por cobarde
Querer uno no es ninguno
tener dos es falsedad
querer tres y engañar cuatro
es prueba de habilidad"
"Rondeña Malagueña. A mi amigo Faustino Bernareggi (Ventura Navas, 1876)",Señor Alcalde Mayor no prenda usted a los ladrones porque tiene usted una hija que roba los corazones,"Señor Alcalde Mayor
no prenda usted a los ladrones
porque tiene usted una hija
que roba los corazones"
"N. 4 Malagueña. A las máscaras. Zarzuela infantil (Isidoro Hernández, 1881)",El día en que tú naciste nacieron todas las flores y en la pila del bautismo cantaban los ruiseñores Permita Dios que te pierdas y yo te llegue a encontrar ay Dios quiera que te embarques y naufragues en la mar,"El día en que tú naciste
nacieron todas las flores
y en la pila del bautismo
cantaban los ruiseñores
Permita Dios que te pierdas
y yo te llegue a encontrar
ay Dios quiera que te embarques
y naufragues en la mar"
"Malagueña. Deuxième collection d'airs espagnols avec accompment de piano et guitare (Narciso Paz, 1813)",De los trabajos del mundo yo no se qual es peor si el casarse o el morirse o el ser pobre que se yo La Luna va traspuniendo por encima del corral y el sueño me va viniendo hazme en tu cama lugar La moza que está baylando me la comiera yo solo y el baylador que la bayla que se lo coman los lobos,"De los trabajos del mundo
yo no se qual es peor
si el casarse o el morirse
o el ser pobre que se yo
La Luna va traspuniendo
por encima del corral
y el sueño me va viniendo
hazme en tu cama lugar
La moza que está baylando
me la comiera yo solo
y el baylador que la bayla
que se lo coman los lobos"
"A orillas del Betis. Malagueña fácil para piano. Compuesta expresamente para niños (Francisco María Navarro (organista de la catedral y maestro de música del hospicio de Córdoba), 1878)",Dicen que es de discretos el ser sigiloso por eso yo mis secretos te los dije gustoso Cuando te veo venir se aumenta mi dolor porque creo te has de ir sin decirme adiós Cuando te alejas de mí se me quita la pena si has de creerlo así no te alejes de mí morena,"Dicen que es de discretos
el ser sigiloso
por eso yo mis secretos
te los dije gustoso
Cuando te veo venir
se aumenta mi dolor
porque creo te has de ir
sin decirme adiós
Cuando te alejas de mí
se me quita la pena
si has de creerlo así
no te alejes de mí morena"
"N. 4. Malagueñas granadinas. Trozos flamencos (Enriqueta Ventura de Domenech, 1890)",Una noche muy oscura fui a llorar mi sentimiento al pie de tu sepultura y me contestó el silencio la muerte no tiene cura,"Una noche muy oscura
fui a llorar mi sentimiento
al pie de tu sepultura
y me contestó el silencio
la muerte no tiene cura"
"La más flamenca. Gran Malagueña (Francisco Tamayo y Montells, 1879)",Cartagena Cartagena bien te puedes alabar que Murcia con ser tan grande no tiene puerto de mar Almería quien te viera y tus calles paseara y a Santo Domingo fuera a oir la misa del alba Todo aquel que dice ay es señal que la dolido ay y yo digo ay ay ay ay triste corazón mío ay porque me lo maltratais ay ay Subí a la sala del crimen hable con el presidente si el querer mucho es delito que me sentencien a muerte Sal sol y calentaras a este triste cuerpo mío que el sol que lo calentaba está en un nublo metio,"Cartagena Cartagena
bien te puedes alabar
que Murcia con ser tan grande
no tiene puerto de mar
Almería quien te viera
y tus calles paseara
y a Santo Domingo fuera
a oir la misa del alba
Todo aquel que dice ay
es señal que la dolido ay
y yo digo ay ay ay
ay triste corazón mío ay
porque me lo maltratais ay ay
Subí a la sala del crimen
hable con el presidente
si el querer mucho es delito
que me sentencien a muerte
Sal sol y calentaras
a este triste cuerpo mío
que el sol que lo calentaba
está en un nublo metio"
"N.2 Jota y Malagueña- Dúo. El fonógrafo ambulante (Ruperto Chapí, 1899)",Cinco sentidos tenemos todos los necesitamos y los cinco los perdemos cuando nos enamoramos,"Cinco sentidos tenemos
todos los necesitamos
y los cinco los perdemos
cuando nos enamoramos"
"Malagueña para piano con letra. A la Sra. Dª Concepción Martínez de Villegas (José N. Nieto, 1889)","Por la calle de la Pasa me quiere ver tu mamá dile que a mi no me gustan las bromas de carnaval No riegues por las mañanas las flores de tu balcón que te va a tener envidia al ver tus ojos el sol No hay mal que cien años dure ni bien que no tenga fin ya vendrán los desengaños y me vengarán de ti Con un viejo millonario me llevaron a casar pero se nos murió el cura al ver aquel carcamal Llorar a tus ojos vi y tus lágrimas rodar y convertirse en el suelo en las bellas perlas del mar Los abismos de los mares nadie puede conocer pero aun los tiene mas hondos el alma de una muger Ni el cólera ni la guerra mas estragos causarán que hace con sus ojos negros una morena juncal No hay animal más dañino desde el Polo al Ecuador que un gomoso con bigotes que ha perdido el corazón Coqueta que a todos burla suele burlada morir Romana que entra con todos se la lleva el diablo al fin Los hombres son un petardo que suele siempre estallar despues que el cura nos echa el aspergerme nupcial El amor era un problema que yo nunca resolví mas me miraron tus ojos y al punto lo comprendí No hay luna de miel que dure desde Mayo hasta el Abril como se vaya la suegra con los novios a vivir En amor como en la esgrima la dificultad mayor es salir sin contusiones de la primera lección Cinco cosas necesita la que se quiere casar vista, oido, olfato y gusto y saber estoquear Son veletas las mugeres y los hombres huracan si el diablo sopla con fuerza la muger pierde el compas Si quieres que no te engañe el hombre a quien quieras bien no hables con él por la reja después del anochecer Yo quería a un guapo mozo con todo mi corazón pero halló una vieja rica y el pícaro me plantó La niña que quiera novio que aprenda a enseñar el pie que por muy listo que sea por el cebo cae el pez Clara luna de Venecia tus radiantes ojos son en ellos siempre mirarse quisiera mi corazón Me dan enojos tus ojos si me miran con desden mirame menos esquiva o de pena moriré","Por la calle de la Pasa
me quiere ver tu mamá
dile que a mi no me gustan
las bromas de carnaval
No riegues por las mañanas
las flores de tu balcón
que te va a tener envidia
al ver tus ojos el sol
No hay mal que cien años dure
ni bien que no tenga fin
ya vendrán los desengaños
y me vengarán de ti
Con un viejo millonario
me llevaron a casar
pero se nos murió el cura
al ver aquel carcamal
Llorar a tus ojos vi
y tus lágrimas rodar
y convertirse en el suelo
en las bellas perlas del mar
Los abismos de los mares
nadie puede conocer
pero aun los tiene mas hondos
el alma de una muger
Ni el cólera ni la guerra
mas estragos causarán
que hace con sus ojos negros
una morena juncal
No hay animal más dañino
desde el Polo al Ecuador
que un gomoso con bigotes
que ha perdido el corazón
Coqueta que a todos burla
suele burlada morir
Romana que entra con todos
se la lleva el diablo al fin
Los hombres son un petardo
que suele siempre estallar
despues que el cura nos echa
el aspergerme nupcial
El amor era un problema
que yo nunca resolví
mas me miraron tus ojos
y al punto lo comprendí
No hay luna de miel que dure
desde Mayo hasta el Abril
como se vaya la suegra
con los novios a vivir
En amor como en la esgrima
la dificultad mayor
es salir sin contusiones
de la primera lección
Cinco cosas necesita
la que se quiere casar
vista, oido, olfato y gusto
y saber estoquear
Son veletas las mugeres
y los hombres huracan
si el diablo sopla con fuerza
la muger pierde el compas
Si quieres que no te engañe
el hombre a quien quieras bien
no hables con él por la reja
después del anochecer
Yo quería a un guapo mozo
con todo mi corazón
pero halló una vieja rica
y el pícaro me plantó
La niña que quiera novio
que aprenda a enseñar el pie
que por muy listo que sea
por el cebo cae el pez
Clara luna de Venecia
tus radiantes ojos son
en ellos siempre mirarse
quisiera mi corazón
Me dan enojos tus ojos
si me miran con desden
mirame menos esquiva
o de pena moriré"
"Un recuerdo de la Feria de Sevilla. Malagueña. Pot-pourri malagueño. Dedicado por el editor al Exmo. Sr. Conde del Aguila, Marques de Paradas (M. Taberner, 1900)","Ni contigo ni sin ti mis penas tienen remedio contigo porque me matas y sin ti porque me muero Busca al imán el acero al aura el gentil capullo la fuente el que tiene sed y mi corazón al tuyo Te quiero más que me quieres mis obras te lo dirán y sino déjalo al tiempo que él te desengañará Tú eres una, yo soy uno una y uno, que son dos dos que debieron ser uno pero no lo quiso Dios Escribistes en la arena y firmastes en el mar el viento fue tu testigo ¡Vaya una seguridad! El demonio son los hombres suelen decir las mugeres y luego están deseando que el demonio se las lleve Es mi cuerpo como un buque cuando lo están carenando cuantos más golpes le dan mas fuertes se va quedando Tu cariño es como un toro que a donde le llaman va el mío es como una piedra donde lo ponen se está Las calles se me tapiaron y el cielo se me nubló el día que me dijistes ya nuestro amor se acabó En la rosa de tu cara un veso acaban de dar rosa que pica un gusano pronto se deshojará A la una nací yo y a las dos me bautizaron a las tres busqué una novia y a las cuatro me casaron Las sábanas de mi cama toditas las noches leo y en un letrerillo dicen morirás con el deseo Yo te quisiera estar viendo treinta días cada mes siete días por semana cada minuto una vez Tengo que hacer un castillo encima de un alfiler y ha de tener más firmeza que ha tenido tu querer Tengo que morir cantando ya que llorando nací pues las penas de este mundo no todas son para mí De tanto quererte a ti me quedé como una espina por poco me lleva el viento al revolver de una esquina Me quisiste me olvidaste me volvistes a querer zapato que yo deshecho no me lo vuelvo a poner No te quiero junto a mi anda vete de mi vera que tienes tú para mí la sombra de negra higuera Tienes nubes como el cielo mareas como la mar mudanzas como los vientos y solo sabes llorar Los amantes y la luna son en todo semejantes entran con cuarto creciente salen con cuarto menguante Si me pierdo que me busquen bajo el sol de Andalucía donde nacen las morenas y donde la sal se cria Asómate a esa vergüenza cara de poca ventana tráeme una talla de sed que vengo muerto de agua","Ni contigo ni sin ti
mis penas tienen remedio
contigo porque me matas
y sin ti porque me muero
Busca al imán el acero
al aura el gentil capullo
la fuente el que tiene sed
y mi corazón al tuyo
Te quiero más que me quieres
mis obras te lo dirán
y sino déjalo al tiempo
que él te desengañará
Tú eres una, yo soy uno
una y uno, que son dos
dos que debieron ser uno
pero no lo quiso Dios
Escribistes en la arena
y firmastes en el mar
el viento fue tu testigo
¡Vaya una seguridad!
El demonio son los hombres
suelen decir las mugeres
y luego están deseando
que el demonio se las lleve
Es mi cuerpo como un buque
cuando lo están carenando
cuantos más golpes le dan
mas fuertes se va quedando
Tu cariño es como un toro
que a donde le llaman va
el mío es como una piedra
donde lo ponen se está
Las calles se me tapiaron
y el cielo se me nubló
el día que me dijistes
ya nuestro amor se acabó
En la rosa de tu cara
un veso acaban de dar
rosa que pica un gusano
pronto se deshojará
A la una nací yo
y a las dos me bautizaron
a las tres busqué una novia
y a las cuatro me casaron
Las sábanas de mi cama
toditas las noches leo
y en un letrerillo dicen
morirás con el deseo
Yo te quisiera estar viendo
treinta días cada mes
siete días por semana
cada minuto una vez
Tengo que hacer un castillo
encima de un alfiler
y ha de tener más firmeza
que ha tenido tu querer
Tengo que morir cantando
ya que llorando nací
pues las penas de este mundo
no todas son para mí
De tanto quererte a ti
me quedé como una espina
por poco me lleva el viento
al revolver de una esquina
Me quisiste me olvidaste
me volvistes a querer
zapato que yo deshecho
no me lo vuelvo a poner
No te quiero junto a mi
anda vete de mi vera
que tienes tú para mí
la sombra de negra higuera
Tienes nubes como el cielo
mareas como la mar
mudanzas como los vientos
y solo sabes llorar
Los amantes y la luna
son en todo semejantes
entran con cuarto creciente
salen con cuarto menguante
Si me pierdo que me busquen
bajo el sol de Andalucía
donde nacen las morenas
y donde la sal se cria
Asómate a esa vergüenza
cara de poca ventana
tráeme una talla de sed
que vengo muerto de agua"
"Viva mi tierra. Malagueña (Isidoro Hernández, 1880)",No la tienes de encontrar serranita como yo aunque serrana se vuelva todita la cristiandá Un bien por tu querer dejé mi padre y mi madre y ahora me veo soliya sin tener calor de nadie,"No la tienes de encontrar
serranita como yo
aunque serrana se vuelva
todita la cristiandá
Un bien por tu querer
dejé mi padre y mi madre
y ahora me veo soliya
sin tener calor de nadie"
"Cantos de mi Patria. Malagueña (Eduardo Moreno  Manella, 1902)",Agua menudita llueve pronto caerán las canales ábreme la puerta niña que soy aquel que tu sabes Eran las dos de la noche cuando entré en tu sepultura y me respondió el silencio la muerte no tiene cura Yo soy como el arbol solo que se ha criado sin riego disfruto el mundo con pena y no encuentro desde luego quién se aproxime a mi vera,"Agua menudita llueve
pronto caerán las canales
ábreme la puerta niña
que soy aquel que tu sabes
Eran las dos de la noche
cuando entré en tu sepultura
y me respondió el silencio
la muerte no tiene cura
Yo soy como el arbol solo
que se ha criado sin riego
disfruto el mundo con pena
y no encuentro desde luego
quién se aproxime a mi vera"
"N. 5 Malagueña y Jota. Ortografía (Ruperto Chapí, 1889)",No me acuerdo de mi nombre ni del día en que nací ni me acuerdo de mis penas de tanto pensar en ti Quita ayá mala mujé y déjame que te orvide que no me parió mi madre para que tú me asesines,"No me acuerdo de mi nombre
ni del día en que nací
ni me acuerdo de mis penas
de tanto pensar en ti
Quita ayá mala mujé
y déjame que te orvide
que no me parió mi madre
para que tú me asesines"
"Malagueña. Flores de Andalucía (Isidoro Hernández, 1871)","Cuando yo te conocí eran negros mis cabellos tú, mis penas y mis culpas como los ves los han puesto Cualquiera que me viere dirá que no tengo penas tengo yo mi corazón como una morilla negra","Cuando yo te conocí
eran negros mis cabellos
tú, mis penas y mis culpas
como los ves los han puesto
Cualquiera que me viere
dirá que no tengo penas
tengo yo mi corazón
como una morilla negra"
"La Soledad de los Barquillos y Malagueña: canción árabe (Sebastián Iradier, 1878)",Y con esto me despido adiós público del alma al que le guste mi canto mil gracias da la gitana,"Y con esto me despido
adiós público del alma
al que le guste mi canto
mil gracias da la gitana"
"¡Cuba libre! Malagueña. Malagueña a dúo cantada por las Sras. Delgado (Dª Cecilia) y Pérez (Dª Carmen) (Manuel F. Caballero, 1906)",Si se fuera usté a caer y se apoya usté en mí y cayeramos los dos ayúdeme usté a sentir,"Si se fuera usté a caer
y se apoya usté en mí
y cayeramos los dos
ayúdeme usté a sentir"
"Malagueña. Chansons Espagnoles Op. 32 (Gabriela Ferrari, 1880)",De penilla y sentimiento dicen que no muere nadie de morirme tengo yo porque la mía es muy grande El amor que puse en ti tan firme y verdadero si lo hubiese puesto en Dios mubiera ganado el cielo ¿De qué le sirve a tu madre echar la llave al corral si te has de venir conmigo por la puerta principal? La noche que llovió tanto fuime en busca de mi novia por si se acababa el mundo irme acercando a la gloria Primero hizo Dios al hombre y después a la muger las tores se hacen primero y las veletas despues Es mas grande mi querer que la clemencia de Dios porque Dios no te perdona lo que te perdono yo,"De penilla y sentimiento
dicen que no muere nadie
de morirme tengo yo
porque la mía es muy grande
El amor que puse en ti
tan firme y verdadero
si lo hubiese puesto en Dios
mubiera ganado el cielo
¿De qué le sirve a tu madre
echar la llave al corral
si te has de venir conmigo
por la puerta principal?
La noche que llovió tanto
fuime en busca de mi novia
por si se acababa el mundo
irme acercando a la gloria
Primero hizo Dios al hombre
y después a la muger
las tores se hacen primero
y las veletas despues
Es mas grande mi querer
que la clemencia de Dios
porque Dios no te perdona
lo que te perdono yo"
"Malagueña (Francisco Rodríguez Murciano, 1848)",Los ojos de mi morena son lo mismo que mis males grandes como mis fatigas negros como mis pesares,"Los ojos de mi morena
son lo mismo que mis males
grandes como mis fatigas
negros como mis pesares"
"Cantares malagueños. Malagueña variada (Antonio Llanos, 1872)","Cien años después de muerto y de gusanos roido aun se han de encontrar señales en mi de haberte querido Gotas parecen mis lágrimas gotitas de agua del mar en lo amargas y en lo muchas y en que al cabo me ahogarán Aquel que quiera saber de que color es la pena vista el trage de soldado y ausentese de su tierra Lejos, libres, juntos, solos, sin temer, sin recordar, tus labios sobre los mios ¿que mayor felicidad? Estar contigo es la gloria con tu madre es el infierno con las dos es el purgatorio conque en el limbo me quedo Una tarde entre en tu cuarto y durmiendo te encontré me sali y cerré la puerta ¡Mira tu si te querré! Algun dia me querras cuando ya no haya remedio me veras y te veré pero no nos hablaremos Tu cariño es como el toro donde le llaman se va, el mio es como la piedra donde le ponen se está Ni contigo ni sin ti tienen mis males remedio contigo porque me matas y sin ti porque me muero Si oyes que tocan á muerto no preguntes quien murio, porque ausente de tu lado ¿quien puede ser sino yo? Los ojos de mi morena se parecen a mis males grandes como mis fatigas negros como mis pesares","Cien años después de muerto
y de gusanos roido
aun se han de encontrar señales
en mi de haberte querido
Gotas parecen mis lágrimas
gotitas de agua del mar
en lo amargas y en lo muchas
y en que al cabo me ahogarán
Aquel que quiera saber
de que color es la pena
vista el trage de soldado
y ausentese de su tierra
Lejos, libres, juntos, solos,
sin temer, sin recordar,
tus labios sobre los mios
¿que mayor felicidad?
Estar contigo es la gloria
con tu madre es el infierno
con las dos es el purgatorio
conque en el limbo me quedo
Una tarde entre en tu cuarto
y durmiendo te encontré
me sali y cerré la puerta
¡Mira tu si te querré!
Algun dia me querras
cuando ya no haya remedio
me veras y te veré
pero no nos hablaremos
Tu cariño es como el toro
donde le llaman se va,
el mio es como la piedra
donde le ponen se está
Ni contigo ni sin ti
tienen mis males remedio
contigo porque me matas
y sin ti porque me muero
Si oyes que tocan á muerto
no preguntes quien murio,
porque ausente de tu lado
¿quien puede ser sino yo?
Los ojos de mi morena
se parecen a mis males
grandes como mis fatigas
negros como mis pesares"
"Cante hondo (Rafael Taboada y Mantilla, 1882)",Quien va de Málaga al cielo echa de menos en él el vino los boquerones y las hembras del Perchel,"Quien va de Málaga al cielo
echa de menos en él
el vino los boquerones
y las hembras del Perchel"
